pervote_chanc,pervote_partner,topic,salience_chanc,salience_partner,salience_gov,salience_seat,salience_perc,salience_diff,lp,next_election,election,election_date,start_date,total_seats,maj_size,party_chanc,party_partner,seats_chanc,seats_partner,rile_chanc,rile_partner,left_right_chanc,left_right_partner,ideo_chanc,ideo_partner,ideo_gov,left_right_gov,left_right_seat,left_right_perc,rile_diff,bundesratmaj,time,gov,n_laws,europe,mip_share,account_balance_perc_delta,account_balance_perc
40.929,6.696,15,0.0573372206025267,0.0460584588131089,0.0516978397078178,5.58006936341133,0.0557514444567642,0.0112787617894178,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,42,0.6575666459674696,0.020830851063829786,0.5646419712649011,-0.5098806047209902
40.929,6.696,16,0.0194363459669582,0.0460584588131089,0.0327474023900336,2.30631265575932,0.0231793731085398,0.0266221128461507,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,14,0.09246448170102738,0.7446697872340425,0.5646419712649011,-0.5098806047209902
40.929,6.696,17,0.0369290573372206,0.0150575730735164,0.0259933152053685,3.3949463828831896,0.0338539610930261,0.0218714842637042,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,10,0.3208922219968637,0.035481702127659574,0.5646419712649011,-0.5098806047209902
40.929,6.696,18,0.0126336248785228,0.0101860053144376,0.0114098150964802,1.23001810538504,0.0122894934223314,0.00244761956408528,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,23,0.20905863704340497,0,0.5646419712649011,-0.5098806047209902
40.929,6.696,19,0.0408163265306122,0.0925597874224978,0.066688056976555,4.786543569559369,0.0480913756462462,0.0517434608918855,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,28,0.4849651687515993,5.59506,0.5646419712649011,-0.5098806047209902
40.929,6.696,2,0.0495626822157434,0.133303808680248,0.0914332454479957,6.09708936471397,0.0613365527208631,0.0837411264645046,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,19,0.37514185221645635,10.911382765957446,0.5646419712649011,-0.5098806047209902
40.929,6.696,2420,0.06511175898931,0.0398582816651904,0.0524850203272502,6.1671430194429995,0.0615611598467944,0.0252534773241196,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,55,0.16082465013267366,1.7830961702127661,0.5646419712649011,-0.5098806047209902
40.929,6.696,25,0.00291545189504373,0.0048715677590788304,0.00389350982706128,0.318193724463692,0.00319047870502964,0.0019561158640351,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,9,0,1.020341914893617,0.5646419712649011,-0.5098806047209902
40.929,6.696,3,0.0310981535471331,0.039415411868910497,0.0352567827080218,3.22312293185057,0.0322675469691304,0.0083172583217774,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,29,0.20480269818895563,0.6669414893617022,0.5646419712649011,-0.5098806047209902
40.929,6.696,4,0.00680272108843537,0.0225863596102746,0.014694540349355,0.89529559015555,0.00902187580848231,0.0157836385218392,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,27,0.6432729042321852,2.5275391489361705,0.5646419712649011,-0.5098806047209902
40.929,6.696,5,0.154518950437318,0.0859167404782994,0.120217845457809,14.517314212406,0.144873587752056,0.0686022099590184,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,25,0.2720860753361056,0.3858078723404255,0.5646419712649011,-0.5098806047209902
40.929,6.696,6,0.0641399416909621,0.0403011514614703,0.0522205465762162,6.08923383843357,0.0607882453260975,0.0238387902294918,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,7,0.03650992311818344,0.7229812765957447,0.5646419712649011,-0.5098806047209902
40.929,6.696,721,0.0340136054421769,0.0739592559787423,0.0539864307104596,3.94554766746945,0.0396299010010817,0.0399456505365654,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,25,0.2880617489480071,1.4802546808510637,0.5646419712649011,-0.5098806047209902
40.929,6.696,8,0.021379980563654,0.0296722763507529,0.0255261284572035,2.25096556418965,0.0225458642925866,0.00829229578709885,14,2002-09-22,1998,1998-09-27,1998-10-27,669,345,SPD,Grüne,298,47,-1.603,-16.256,3.6451,2.9308,-1,-1,SPD-Green,3.28795,13.0211425531915,3.54467054488189,14.653,0,5,gov_5,13,0.3530663329161452,0.18395297872340427,0.5646419712649011,-0.5098806047209902
41.44,6.917,1,0.0917874396135266,0.0802023121387283,0.0859948758761274,9.01906625128946,0.0901302994529877,0.0115851274747983,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,40,0.20070966590264835,77.408288,0.22025832126102604,-0.7782487919473136
41.44,6.917,10,0.0434782608695652,0.0751445086705202,0.0593113847700427,4.78428170180839,0.0480078105943043,0.031666247800955,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,67,0.16856368563685636,0.14309244444444444,0.22025832126102604,-0.7782487919473136
41.44,6.917,12,0.1243961352657,0.0747832369942197,0.0995896861299601,11.7557993861713,0.117299491194649,0.0496128982714808,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,69,0.3608363006392001,2.4321817777777777,0.22025832126102604,-0.7782487919473136
41.44,6.917,13,0.107487922705314,0.0538294797687861,0.0806587012370501,10.0092184236056,0.0998126026938997,0.0536584429365279,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,24,0.06283524904214559,4.152586222222222,0.22025832126102604,-0.7782487919473136
41.44,6.917,14,0.0531400966183575,0.0357658959537572,0.0444529962860574,5.07454120692777,0.05065488566654,0.0173742006646003,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,12,0.06322751322751323,0.4973537777777778,0.22025832126102604,-0.7782487919473136
41.44,6.917,15,0.0495169082125604,0.0296242774566474,0.0395705928346039,4.67751086655577,0.0466714602538646,0.019892630755913,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,30,0.598714125380792,0.009694666666666666,0.22025832126102604,-0.7782487919473136
41.44,6.917,16,0.0289855072463768,0.0559971098265896,0.0424913085364832,3.27085140536202,0.0328492551018544,0.0270116025802128,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,19,0.017094017094017096,0.03722933333333333,0.22025832126102604,-0.7782487919473136
41.44,6.917,17,0.0241545893719807,0.0437138728323699,0.0339342311021753,2.6850443690568,0.0269523552320529,0.0195592834603893,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,15,0.2229727398205659,0.0021199999999999995,0.22025832126102604,-0.7782487919473136
41.44,6.917,18,0.0277777777777778,0.013728323699422,0.0207530507385999,2.58413427581803,0.0257681395897184,0.0140494540783558,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,61,0.18072384990032048,0,0.22025832126102604,-0.7782487919473136
41.44,6.917,19,0.0929951690821256,0.111271676300578,0.102133422691352,9.551421846414101,0.0956094462380706,0.0182765072184524,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,27,0.5258537397967683,2.136508222222222,0.22025832126102604,-0.7782487919473136
41.44,6.917,2,0.0905797101449275,0.0780346820809249,0.0843071961129262,8.88506300305342,0.0887852655119125,0.0125450280640027,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,16,0.3042846768336964,7.499826888888889,0.22025832126102604,-0.7782487919473136
41.44,6.917,2420,0.03743961352657,0.0596098265895954,0.0485247200580827,4.04953320425882,0.0406108475517773,0.0221702130630253,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,41,0.08491121109239294,0.043146444444444446,0.22025832126102604,-0.7782487919473136
41.44,6.917,25,0.0301932367149758,0.00216763005780347,0.0161804333863897,2.63304698150137,0.0261844454076644,0.0280256066571724,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,9,0,0.8952891111111111,0.22025832126102604,-0.7782487919473136
41.44,6.917,3,0.0169082125603865,0.0404624277456647,0.0286853201530256,2.0154687967155,0.0202774146704547,0.0235542151852783,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,26,0.20207825065510074,0.5060784444444444,0.22025832126102604,-0.7782487919473136
41.44,6.917,4,0.0386473429951691,0.0198699421965318,0.0292586425958504,3.60592554950636,0.035961417869041,0.0187774007986373,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,26,0.563039361091118,0.02980266666666667,0.22025832126102604,-0.7782487919473136
41.44,6.917,5,0.0422705314009662,0.0740606936416185,0.0581656125212923,4.6652166665806805,0.0468178058848794,0.0317901622406523,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,22,0.3171732026143791,0.5227348888888889,0.22025832126102604,-0.7782487919473136
41.44,6.917,6,0.0314009661835749,0.0668352601156069,0.0491181131495909,3.62848717988403,0.0364694983739065,0.0354342939320321,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,12,0.10135076252723312,0.06195133333333333,0.22025832126102604,-0.7782487919473136
41.44,6.917,721,0.0386473429951691,0.0715317919075144,0.0550895674513418,4.31798036956976,0.0433511445777051,0.0328844489123454,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,26,0.2936435883804305,2.086138,0.22025832126102604,-0.7782487919473136
41.44,6.917,8,0.0301932367149758,0.0133670520231214,0.0217801443690486,2.78740851592071,0.0277864141347174,0.0168261846918545,13,1998-09-27,1994,1994-10-16,1994-11-17,672,341,CDU,FDP,294,47,26.812,1.657,6.2503,5.9233,1,0,CDU-FDP,6.0868,22.5104606382979,6.20352582046033,25.155,0,4,gov_4,10,0.32773892773892777,0.10552800000000001,0.22025832126102604,-0.7782487919473136
41.5,25.7,1,0.106126914660832,0.116567036720751,0.111346975690791,11.012481854488799,0.110119639912914,0.01044012205992,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,33,0.1976412767280296,8.7595812,0.6449733838059972,8.008745640915079
41.5,25.7,10,0.0415754923413567,0.0170794192997438,0.0293274558205502,3.2195051672643795,0.0322072025025256,0.0244960730416129,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,27,0.43413696715583505,0.638642,0.6449733838059972,8.008745640915079
41.5,25.7,12,0.0550692924872356,0.0392826643894108,0.0471759784383232,4.9024016251362195,0.0490318469200615,0.0157866280978248,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,37,0.3137629816494455,2.53631,0.6449733838059972,8.008745640915079
41.5,25.7,13,0.0791393143690737,0.10333048676345,0.0912349005662619,8.84029974486662,0.0883909978591849,0.0241911723943764,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,12,0.15219907407407407,4.2329944,0.6449733838059972,8.008745640915079
41.5,25.7,14,0.0459518599562363,0.0422715627668659,0.0441117113615511,4.45425398023703,0.044544365346611,0.0036802971893704,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,4,0.2222222222222222,0.2631564,0.6449733838059972,8.008745640915079
41.5,25.7,15,0.0707512764405543,0.0862510674637062,0.0785011719521303,7.66867122887058,0.0766790239003014,0.0154997910231519,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,33,0.4256025581154006,0.5392932,0.6449733838059972,8.008745640915079
41.5,25.7,16,0.0211524434719183,0.0128095644748079,0.0169810039733631,1.7957650522628,0.0179617888554639,0.00834287899711045,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,8,0.059895833333333336,0.3650924,0.6449733838059972,8.008745640915079
41.5,25.7,17,0.0722100656455142,0.020068317677199,0.0461391916613566,5.22430867608221,0.0522689507231079,0.0521417479683152,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,2,0.19449404761904762,0,0.6449733838059972,8.008745640915079
41.5,25.7,18,0.024799416484318,0.00939368061485909,0.0170965485495886,1.88999977882752,0.0189076395223374,0.0154057358694589,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,0,0,0.2428544,0.6449733838059972,8.008745640915079
41.5,25.7,19,0.0583515681983953,0.0982066609735269,0.0782791145859611,7.36135382491898,0.0735937688579322,0.0398550927751316,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,19,0.22189324609714686,10.3971924,0.6449733838059972,8.008745640915079
41.5,25.7,2,0.0765864332603939,0.0845431255337318,0.0805647793970629,7.96333412142713,0.0796293944423103,0.00795669227333798,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,25,0.3903153153153153,43.9877348,0.6449733838059972,8.008745640915079
41.5,25.7,2420,0.0437636761487965,0.0298889837745517,0.0368263299616741,3.8450549902309903,0.0384574321901939,0.0138746923742448,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,24,0.2241799645390071,0.6185632,0.6449733838059972,8.008745640915079
41.5,25.7,25,0.00437636761487965,0.00128095644748079,0.00282866203118022,0.319102167180826,0.00319255709401431,0.00309541116739886,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,1,0,0.3966868,0.6449733838059972,8.008745640915079
41.5,25.7,3,0.0313639679066375,0.0666097352690009,0.0489868515878192,4.48608589799235,0.0448433759603985,0.0352457673623634,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,11,0.20917417711598746,1.1013532,0.6449733838059972,8.008745640915079
41.5,25.7,4,0.0309992706053975,0.0183603757472246,0.0246798231763111,2.6159376344232097,0.0261656456373165,0.0126388948581729,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,13,0.5680607769423559,0.0959248,0.6449733838059972,8.008745640915079
41.5,25.7,5,0.0543398978847557,0.069598633646456,0.0619692657656058,6.01830248728671,0.060175456055525,0.0152587357617004,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,15,0.22980288129744653,10.3039592,0.6449733838059972,8.008745640915079
41.5,25.7,6,0.0948212983223924,0.105465414175918,0.100143356249155,9.88973188774131,0.0988920390580414,0.0106441158535256,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,3,0.06875,3.059374,0.6449733838059972,8.008745640915079
41.5,25.7,721,0.0444930707512764,0.0290350128095645,0.0367640417804205,3.85736160235971,0.0385812837110681,0.015458057941712,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,14,0.29927248677248675,0.7802472,0.6449733838059972,8.008745640915079
41.5,25.7,8,0.0393873085339169,0.0499573014517506,0.0446723049928337,4.34349447107857,0.0434297016587432,0.0105699929178338,18,2017-09-22,2013,2013-09-22,2013-12-17,631,504,CDU,SPD,311,193,2.564,-23.568,6.2503,3.6451,1,-1,Grand Coalition,4.9477,6.85841347150259,5.25396607142857,26.132,0,9,gov_9,11,0.45552884615384615,1.7252108,0.6449733838059972,8.008745640915079
43.821,11.032,1,0.0642857142857143,0.0553613053613054,0.0598235098235098,6.2514286383633095,0.0624908429157969,0.00892440892440892,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,42,0.15982280487543646,47.528352444444444,-0.9151240022743516,-1.2808514336573216
43.821,11.032,10,0.0380952380952381,0.041958041958042,0.04002664002664,3.88619755453926,0.0388721227180382,0.00386280386280386,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,51,0.16915519931905235,0.2887748888888889,-0.9151240022743516,-1.2808514336573216
43.821,11.032,12,0.0333333333333333,0.0646853146853147,0.049009324009324,3.95564653102341,0.0396388236123529,0.0313519813519814,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,41,0.15381368957839547,2.481297777777778,-0.9151240022743516,-1.2808514336573216
43.821,11.032,13,0.0619047619047619,0.0308857808857809,0.0463952713952714,5.574772798390891,0.0556662444380527,0.031018981018981,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,17,0,3.8702917777777777,-0.9151240022743516,-1.2808514336573216
43.821,11.032,14,0.0666666666666667,0.0413752913752914,0.054020979020979,6.16465193098359,0.0615800815716955,0.0252913752913753,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,14,0.02130204738900391,2.416262222222222,-0.9151240022743516,-1.2808514336573216
43.821,11.032,15,0.0166666666666667,0.0472027972027972,0.0319347319347319,2.27278584062504,0.0228080735555258,0.0305361305361305,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,42,0.567283950617284,0.003088,-0.9151240022743516,-1.2808514336573216
43.821,11.032,16,0.0357142857142857,0.0716783216783217,0.0536963036963037,4.28528757674486,0.0429473494438036,0.035964035964036,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,24,0.06514080901177675,0.028524444444444443,-0.9151240022743516,-1.2808514336573216
43.821,11.032,17,0.0119047619047619,0.0431235431235431,0.0275141525141525,1.81014546592436,0.0181834630588573,0.0312187812187812,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,6,0.2677777777777778,0.0021173333333333335,-0.9151240022743516,-1.2808514336573216
43.821,11.032,18,0.00714285714285714,0.00641025641025641,0.00677655677655678,0.699744141955197,0.00699551695577437,7.32600732600733e-4,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,18,0.013968253968253968,0,-0.9151240022743516,-1.2808514336573216
43.821,11.032,19,0.128571428571429,0.104312354312354,0.116441891441891,12.3756185188346,0.12369245919462,0.0242590742590742,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,35,0.3868187368187368,4.6250684444444445,-0.9151240022743516,-1.2808514336573216
43.821,11.032,2,0.0761904761904762,0.0844988344988345,0.0803446553446553,7.78396226888689,0.0778614478576195,0.0083083583083583,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,20,0.22717834472220436,20.680494,-0.9151240022743516,-1.2808514336573216
43.821,11.032,2420,0.00476190476190476,0.0303030303030303,0.0175324675324675,0.983162566077139,0.00989871946610867,0.0255411255411255,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,51,0.12791233452445305,0.31340022222222225,-0.9151240022743516,-1.2808514336573216
43.821,11.032,25,0.080952380952381,0.0168997668997669,0.0489260739260739,6.82384198715857,0.068070160504485,0.0640526140526141,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,30,0.023060231949120838,10.891344222222223,-0.9151240022743516,-1.2808514336573216
43.821,11.032,3,0.0571428571428571,0.0844988344988345,0.0708208458208458,6.257281244718429,0.0626446736741525,0.0273559773559774,12,1994-10-16,1990,1990-12-02,1991-01-18,662,398,CDU,FDP,319,79,-9.868,1.892,6.2503,5.9233,1,0,CDU-FDP,6.0868,15.5809265822785,6.18453397079467,11.76,0,3,gov_3,17,0.38288716961485836,0.5325995555555556,-0.9151240022743516,-1.2808514336573216
