n_laws,month,topic,salience_seat,clp,time,ideo_gov,gov_pop_l1,bundesratmaj,elec_cycle_12,rile_diff,salience_diff,europe,account_balance_perc_l1,salience_chanc,salience_partner,salience_gov,salience_perc,gov_pop_delta,start_date
0,1983-09-01,12,3.1779792097475923,0,1,1,0.6764418377321603,1,1,25.927,0.00670503110551386,0.11428571428571428,0.7124639576221858,3.095975232198142,3.766478342749529,3.431226787473836,3.1795911406543884,-0.14307752707789656,1983-03-30
0,1983-09-01,2420,4.10834055115146,0,1,1,0.6764418377321603,1,1,25.927,0.00683330126579326,0.03125,0.7124639576221858,4.024767801857585,4.708097928436912,4.366432865147249,4.109983318997342,-0.14307752707789656,1983-03-30
0,1983-09-01,1,17.676618006638925,0,1,1,0.6764418377321603,1,1,25.927,0.1241538542267933,0.1,0.7124639576221858,19.195046439628484,6.779661016949152,12.987353728288817,17.646770652961266,-0.14307752707789656,1983-03-30
0,1983-09-01,15,3.749133767446871,0,1,1,0.6764418377321603,1,1,25.927,0.02809116510118767,0.3636363636363637,0.7124639576221858,3.4055727554179565,6.214689265536723,4.81013101047734,3.75588705710682,-0.14307752707789656,1983-03-30
0,1983-09-01,19,12.817766985970442,0,1,1,0.6764418377321603,1,1,25.927,0.01515337029846133,0.10526315789473684,0.7124639576221858,13.0030959752322,11.487758945386064,12.24542746030913,12.814124022121083,-0.14307752707789656,1983-03-30
0,1983-09-01,4,1.70415171247585,0,1,1,0.6764418377321603,1,1,25.927,0.01276871140963075,0.5333333333333333,0.7124639576221858,1.547987616099071,2.824858757062147,2.186423186580609,1.7072213895940092,-0.14307752707789656,1983-03-30
2,1983-09-01,13,8.299498827762578,0,1,1,0.6764418377321603,1,1,25.927,0.03019013136030505,0,0.7124639576221858,8.6687306501548,5.649717514124294,7.159224082139547,8.29224093364485,-0.14307752707789656,1983-03-30
0,1983-09-01,14,1.2481592623786262,0,1,1,0.6764418377321603,1,1,25.927,7.987732708307823e-4,0,0.7124639576221858,1.238390092879257,1.3182674199623352,1.2783287564207964,1.2483512924083924,-0.14307752707789656,1983-03-30
0,1983-09-01,16,9.883832452325382,0,1,1,0.6764418377321603,1,1,25.927,0.05253246109624342,0.05263157894736842,0.7124639576221858,10.526315789473683,5.273069679849341,7.899692734661512,9.8712033240904,-0.14307752707789656,1983-03-30
0,1983-09-01,8,0.20729179368369713,0,1,1,0.6764418377321603,1,1,25.927,0.01694915254237288,0.14285714285714285,0.7124639576221858,0,1.694915254237288,0.847457627118644,0.2113664746802668,-0.14307752707789656,1983-03-30
0,1983-09-01,10,0.46064843040821574,0,1,1,0.6764418377321603,1,1,25.927,0.03766478342749529,0.07692307692307693,0.7124639576221858,0,3.766478342749529,1.8832391713747645,0.4697032770672596,-0.14307752707789656,1983-03-30
0,1983-09-01,2,8.889277306705825,0,1,1,0.6764418377321603,1,1,25.927,0.09397538379015002,0.09090909090909093,0.7124639576221858,7.739938080495357,17.13747645951036,12.438707270002858,8.911869569623853,-0.14307752707789656,1983-03-30
1,1983-09-01,5,14.03358186620667,0,1,1,0.6764418377321603,1,1,25.927,0.06762752677639595,0.08,0.7124639576221858,14.860681114551085,8.097928436911488,11.479304775731286,14.017323790912828,-0.14307752707789656,1983-03-30
0,1983-09-01,18,0.9073289198834562,0,1,1,0.6764418377321603,1,1,25.927,0.00175496901109536,0.17391304347826086,0.7124639576221858,0.9287925696594428,0.7532956685499058,0.8410441191046742,0.9069070144895908,-0.14307752707789656,1983-03-30
0,1983-09-01,17,0.11516210760205392,0,1,1,0.6764418377321603,1,1,25.927,0.00941619585687382,0.07692307692307693,0.7124639576221858,0,0.9416195856873822,0.4708097928436911,0.1174258192668149,-0.14307752707789656,1983-03-30
0,1983-09-01,3,0.2947654994543485,0,1,1,0.6764418377321603,1,1,25.927,0.00121273606082337,0.2857142857142857,0.7124639576221858,0.30959752321981426,0.18832391713747643,0.24896072017864537,0.29447395021207584,-0.14307752707789656,1983-03-30
0,1983-09-01,721,3.786134129900256,0,1,1,0.6764418377321603,1,1,25.927,0.10705894013864836,0.26666666666666666,0.7124639576221858,2.476780185758514,13.182674199623351,7.829727192690933,3.8118717606051113,-0.14307752707789656,1983-03-30
0,1983-09-01,6,1.4370746148529046,0,1,1,0.6764418377321603,1,1,25.927,0.04155953193052422,0,0.7124639576221858,0.9287925696594428,5.084745762711865,3.0067691661856535,1.4470657831169391,-0.14307752707789656,1983-03-30
0,1983-09-01,25,7.203254555404845,0,1,1,0.6764418377321603,1,1,25.927,0.06919592100890312,0,0.7124639576221858,8.04953560371517,1.1299435028248588,4.5897395532700145,7.186619428446712,-0.14307752707789656,1983-03-30
1,1983-11-01,12,3.1779792097475923,0,2,1,0.36125,1,1,25.927,0.00670503110551386,0.11428571428571428,0.7124639576221858,3.095975232198142,3.766478342749529,3.431226787473836,3.1795911406543884,-0.1572233271724932,1983-03-30
0,1983-11-01,2420,4.10834055115146,0,2,1,0.36125,1,1,25.927,0.00683330126579326,0.03125,0.7124639576221858,4.024767801857585,4.708097928436912,4.366432865147249,4.109983318997342,-0.1572233271724932,1983-03-30
0,1983-11-01,1,17.676618006638925,0,2,1,0.36125,1,1,25.927,0.1241538542267933,0.1,0.7124639576221858,19.195046439628484,6.779661016949152,12.987353728288817,17.646770652961266,-0.1572233271724932,1983-03-30
0,1983-11-01,15,3.749133767446871,0,2,1,0.36125,1,1,25.927,0.02809116510118767,0.3636363636363637,0.7124639576221858,3.4055727554179565,6.214689265536723,4.81013101047734,3.75588705710682,-0.1572233271724932,1983-03-30
0,1983-11-01,19,12.817766985970442,0,2,1,0.36125,1,1,25.927,0.01515337029846133,0.10526315789473684,0.7124639576221858,13.0030959752322,11.487758945386064,12.24542746030913,12.814124022121083,-0.1572233271724932,1983-03-30
0,1983-11-01,4,1.70415171247585,0,2,1,0.36125,1,1,25.927,0.01276871140963075,0.5333333333333333,0.7124639576221858,1.547987616099071,2.824858757062147,2.186423186580609,1.7072213895940092,-0.1572233271724932,1983-03-30
0,1983-11-01,13,8.299498827762578,2,2,1,0.36125,1,1,25.927,0.03019013136030505,0,0.7124639576221858,8.6687306501548,5.649717514124294,7.159224082139547,8.29224093364485,-0.1572233271724932,1983-03-30
0,1983-11-01,14,1.2481592623786262,0,2,1,0.36125,1,1,25.927,7.987732708307823e-4,0,0.7124639576221858,1.238390092879257,1.3182674199623352,1.2783287564207964,1.2483512924083924,-0.1572233271724932,1983-03-30
0,1983-11-01,16,9.883832452325382,0,2,1,0.36125,1,1,25.927,0.05253246109624342,0.05263157894736842,0.7124639576221858,10.526315789473683,5.273069679849341,7.899692734661512,9.8712033240904,-0.1572233271724932,1983-03-30
0,1983-11-01,8,0.20729179368369713,0,2,1,0.36125,1,1,25.927,0.01694915254237288,0.14285714285714285,0.7124639576221858,0,1.694915254237288,0.847457627118644,0.2113664746802668,-0.1572233271724932,1983-03-30
0,1983-11-01,10,0.46064843040821574,0,2,1,0.36125,1,1,25.927,0.03766478342749529,0.07692307692307693,0.7124639576221858,0,3.766478342749529,1.8832391713747645,0.4697032770672596,-0.1572233271724932,1983-03-30
0,1983-11-01,2,8.889277306705825,0,2,1,0.36125,1,1,25.927,0.09397538379015002,0.09090909090909093,0.7124639576221858,7.739938080495357,17.13747645951036,12.438707270002858,8.911869569623853,-0.1572233271724932,1983-03-30
1,1983-11-01,5,14.03358186620667,1,2,1,0.36125,1,1,25.927,0.06762752677639595,0.08,0.7124639576221858,14.860681114551085,8.097928436911488,11.479304775731286,14.017323790912828,-0.1572233271724932,1983-03-30
0,1983-11-01,18,0.9073289198834562,0,2,1,0.36125,1,1,25.927,0.00175496901109536,0.17391304347826086,0.7124639576221858,0.9287925696594428,0.7532956685499058,0.8410441191046742,0.9069070144895908,-0.1572233271724932,1983-03-30
0,1983-11-01,17,0.11516210760205392,0,2,1,0.36125,1,1,25.927,0.00941619585687382,0.07692307692307693,0.7124639576221858,0,0.9416195856873822,0.4708097928436911,0.1174258192668149,-0.1572233271724932,1983-03-30
0,1983-11-01,3,0.2947654994543485,0,2,1,0.36125,1,1,25.927,0.00121273606082337,0.2857142857142857,0.7124639576221858,0.30959752321981426,0.18832391713747643,0.24896072017864537,0.29447395021207584,-0.1572233271724932,1983-03-30
0,1983-11-01,721,3.786134129900256,0,2,1,0.36125,1,1,25.927,0.10705894013864836,0.26666666666666666,0.7124639576221858,2.476780185758514,13.182674199623351,7.829727192690933,3.8118717606051113,-0.1572233271724932,1983-03-30
0,1983-11-01,6,1.4370746148529046,0,2,1,0.36125,1,1,25.927,0.04155953193052422,0,0.7124639576221858,0.9287925696594428,5.084745762711865,3.0067691661856535,1.4470657831169391,-0.1572233271724932,1983-03-30
0,1983-11-01,25,7.203254555404845,0,2,1,0.36125,1,1,25.927,0.06919592100890312,0,0.7124639576221858,8.04953560371517,1.1299435028248588,4.5897395532700145,7.186619428446712,-0.1572233271724932,1983-03-30
2,1983-12-01,12,3.1779792097475923,1,3,1,0.36125,1,1,25.927,0.00670503110551386,0.11428571428571428,0.7124639576221858,3.095975232198142,3.766478342749529,3.431226787473836,3.1795911406543884,0,1983-03-30
3,1983-12-01,2420,4.10834055115146,0,3,1,0.36125,1,1,25.927,0.00683330126579326,0.03125,0.7124639576221858,4.024767801857585,4.708097928436912,4.366432865147249,4.109983318997342,0,1983-03-30
4,1983-12-01,1,17.676618006638925,0,3,1,0.36125,1,1,25.927,0.1241538542267933,0.1,0.7124639576221858,19.195046439628484,6.779661016949152,12.987353728288817,17.646770652961266,0,1983-03-30
0,1983-12-01,15,3.749133767446871,0,3,1,0.36125,1,1,25.927,0.02809116510118767,0.3636363636363637,0.7124639576221858,3.4055727554179565,6.214689265536723,4.81013101047734,3.75588705710682,0,1983-03-30
0,1983-12-01,19,12.817766985970442,0,3,1,0.36125,1,1,25.927,0.01515337029846133,0.10526315789473684,0.7124639576221858,13.0030959752322,11.487758945386064,12.24542746030913,12.814124022121083,0,1983-03-30
1,1983-12-01,4,1.70415171247585,0,3,1,0.36125,1,1,25.927,0.01276871140963075,0.5333333333333333,0.7124639576221858,1.547987616099071,2.824858757062147,2.186423186580609,1.7072213895940092,0,1983-03-30
0,1983-12-01,13,8.299498827762578,2,3,1,0.36125,1,1,25.927,0.03019013136030505,0,0.7124639576221858,8.6687306501548,5.649717514124294,7.159224082139547,8.29224093364485,0,1983-03-30
0,1983-12-01,14,1.2481592623786262,0,3,1,0.36125,1,1,25.927,7.987732708307823e-4,0,0.7124639576221858,1.238390092879257,1.3182674199623352,1.2783287564207964,1.2483512924083924,0,1983-03-30
0,1983-12-01,16,9.883832452325382,0,3,1,0.36125,1,1,25.927,0.05253246109624342,0.05263157894736842,0.7124639576221858,10.526315789473683,5.273069679849341,7.899692734661512,9.8712033240904,0,1983-03-30
1,1983-12-01,8,0.20729179368369713,0,3,1,0.36125,1,1,25.927,0.01694915254237288,0.14285714285714285,0.7124639576221858,0,1.694915254237288,0.847457627118644,0.2113664746802668,0,1983-03-30
0,1983-12-01,10,0.46064843040821574,0,3,1,0.36125,1,1,25.927,0.03766478342749529,0.07692307692307693,0.7124639576221858,0,3.766478342749529,1.8832391713747645,0.4697032770672596,0,1983-03-30
0,1983-12-01,2,8.889277306705825,0,3,1,0.36125,1,1,25.927,0.09397538379015002,0.09090909090909093,0.7124639576221858,7.739938080495357,17.13747645951036,12.438707270002858,8.911869569623853,0,1983-03-30
1,1983-12-01,5,14.03358186620667,2,3,1,0.36125,1,1,25.927,0.06762752677639595,0.08,0.7124639576221858,14.860681114551085,8.097928436911488,11.479304775731286,14.017323790912828,0,1983-03-30
