topic,law_prop,salience_seat,time,europe,account_balance_perc,rile_diff,salience_diff
13,4.392764857881137,8.59009361860357,6,0.09266095363656339,3.4177223431914974,17.533,0.031864488770538
14,1.2919896640826873,2.52113021930656,6,0.13963963963963963,3.4177223431914974,17.533,0.00823559538114022
15,10.077519379844961,5.98612761555703,6,0.6697447447447448,3.4177223431914974,17.533,0.0153685609879783
16,4.134366925064599,2.30895428127086,6,0.13762993762993764,3.4177223431914974,17.533,0.00743347459393494
17,1.550387596899225,5.237022256901961,6,0.40025740025740025,3.4177223431914974,17.533,0.0350409054115897
18,5.426356589147287,1.3935258451366899,6,0.18438015323443577,3.4177223431914974,17.533,0.00682237857444217
19,4.392764857881137,8.71597606921137,6,0.4338994661806713,3.4177223431914974,17.533,0.0411546141643262
2,2.5839793281653747,8.857806742067991,6,0.30045669176103956,3.4177223431914974,17.533,0.067383185147893
2420,9.819121447028424,4.85441402770012,6,0.1887454022183341,3.4177223431914974,17.533,0.0269876310317674
25,1.0335917312661498,0.6905991020377801,6,0,3.4177223431914974,17.533,0.00174716658046884
3,4.392764857881137,5.12542197735267,6,0.353989703989704,3.4177223431914974,17.533,0.0137629451346633
4,5.426356589147287,1.9846894311865302,6,0.6719402329158427,3.4177223431914974,17.533,0.0224002880488584
5,4.392764857881137,10.195632524276201,6,0.25759110937838053,3.4177223431914974,17.533,0.0488963853258163
6,2.0671834625322996,8.69856194946451,6,0.021235521235521235,3.4177223431914974,17.533,0.0111596027967492
721,5.684754521963824,3.71611078746693,6,0.5574598553321958,3.4177223431914974,17.533,0.0783874944284443
8,2.0671834625322996,1.9721989126256199,6,0.544356120826709,3.4177223431914974,17.533,0.0217053610161968
1,11.538461538461538,14.794845951408101,5,0.38786507705190304,-0.5098806047209902,14.653,0.0482301993301433
10,8.608058608058608,1.17230362740559,5,0.19754969948748868,-0.5098806047209902,14.653,0.0289836547044479
12,13.003663003663004,8.921763461732949,5,0.3903629274602529,-0.5098806047209902,14.653,0.0227920853271082
13,5.86080586080586,10.6730126394881,5,0.10072002445326568,-0.5098806047209902,14.653,0.0369139937387077
14,1.2820512820512822,3.63627832984151,5,0.019250253292806482,-0.5098806047209902,14.653,0.00415669241250847
15,7.6923076923076925,5.58006936341133,5,0.6575666459674696,-0.5098806047209902,14.653,0.0112787617894178
16,2.5641025641025643,2.30631265575932,5,0.09246448170102738,-0.5098806047209902,14.653,0.0266221128461507
17,1.8315018315018314,3.3949463828831896,5,0.3208922219968637,-0.5098806047209902,14.653,0.0218714842637042
18,4.212454212454213,1.23001810538504,5,0.20905863704340497,-0.5098806047209902,14.653,0.00244761956408528
19,5.128205128205129,4.786543569559369,5,0.4849651687515993,-0.5098806047209902,14.653,0.0517434608918855
2,3.47985347985348,6.09708936471397,5,0.37514185221645635,-0.5098806047209902,14.653,0.0837411264645046
2420,10.073260073260073,6.1671430194429995,5,0.16082465013267366,-0.5098806047209902,14.653,0.0252534773241196
25,1.6483516483516483,0.318193724463692,5,0,-0.5098806047209902,14.653,0.0019561158640351
3,5.311355311355311,3.22312293185057,5,0.20480269818895563,-0.5098806047209902,14.653,0.0083172583217774
4,4.945054945054945,0.89529559015555,5,0.6432729042321852,-0.5098806047209902,14.653,0.0157836385218392
5,4.5787545787545785,14.517314212406,5,0.2720860753361056,-0.5098806047209902,14.653,0.0686022099590184
6,1.2820512820512822,6.08923383843357,5,0.03650992311818344,-0.5098806047209902,14.653,0.0238387902294918
721,4.5787545787545785,3.94554766746945,5,0.2880617489480071,-0.5098806047209902,14.653,0.0399456505365654
8,2.380952380952381,2.25096556418965,5,0.3530663329161452,-0.5098806047209902,14.653,0.00829229578709885
1,7.246376811594203,9.01906625128946,4,0.20070966590264835,-0.7782487919473136,25.155,0.0115851274747983
10,12.13768115942029,4.78428170180839,4,0.16856368563685636,-0.7782487919473136,25.155,0.031666247800955
12,12.5,11.7557993861713,4,0.3608363006392001,-0.7782487919473136,25.155,0.0496128982714808
13,4.3478260869565215,10.0092184236056,4,0.06283524904214559,-0.7782487919473136,25.155,0.0536584429365279
14,2.1739130434782608,5.07454120692777,4,0.06322751322751323,-0.7782487919473136,25.155,0.0173742006646003
15,5.434782608695652,4.67751086655577,4,0.598714125380792,-0.7782487919473136,25.155,0.019892630755913
16,3.4420289855072466,3.27085140536202,4,0.017094017094017096,-0.7782487919473136,25.155,0.0270116025802128
17,2.717391304347826,2.6850443690568,4,0.2229727398205659,-0.7782487919473136,25.155,0.0195592834603893
18,11.05072463768116,2.58413427581803,4,0.18072384990032048,-0.7782487919473136,25.155,0.0140494540783558
19,4.891304347826087,9.551421846414101,4,0.5258537397967683,-0.7782487919473136,25.155,0.0182765072184524
2,2.898550724637681,8.88506300305342,4,0.3042846768336964,-0.7782487919473136,25.155,0.0125450280640027
2420,7.427536231884058,4.04953320425882,4,0.08491121109239294,-0.7782487919473136,25.155,0.0221702130630253
25,1.6304347826086956,2.63304698150137,4,0,-0.7782487919473136,25.155,0.0280256066571724
3,4.7101449275362315,2.0154687967155,4,0.20207825065510074,-0.7782487919473136,25.155,0.0235542151852783
4,4.7101449275362315,3.60592554950636,4,0.563039361091118,-0.7782487919473136,25.155,0.0187774007986373
5,3.9855072463768115,4.6652166665806805,4,0.3171732026143791,-0.7782487919473136,25.155,0.0317901622406523
6,2.1739130434782608,3.62848717988403,4,0.10135076252723312,-0.7782487919473136,25.155,0.0354342939320321
721,4.7101449275362315,4.31798036956976,4,0.2936435883804305,-0.7782487919473136,25.155,0.0328844489123454
8,1.8115942028985508,2.78740851592071,4,0.32773892773892777,-0.7782487919473136,25.155,0.0168261846918545
1,11.301369863013699,11.012481854488799,9,0.1976412767280296,8.008745640915079,26.132,0.01044012205992
10,9.246575342465754,3.2195051672643795,9,0.43413696715583505,8.008745640915079,26.132,0.0244960730416129
12,12.67123287671233,4.9024016251362195,9,0.3137629816494455,8.008745640915079,26.132,0.0157866280978248
13,4.109589041095891,8.84029974486662,9,0.15219907407407407,8.008745640915079,26.132,0.0241911723943764
14,1.36986301369863,4.45425398023703,9,0.2222222222222222,8.008745640915079,26.132,0.0036802971893704
15,11.301369863013699,7.66867122887058,9,0.4256025581154006,8.008745640915079,26.132,0.0154997910231519
16,2.73972602739726,1.7957650522628,9,0.059895833333333336,8.008745640915079,26.132,0.00834287899711045
17,0.684931506849315,5.22430867608221,9,0.19449404761904762,8.008745640915079,26.132,0.0521417479683152
18,0,1.88999977882752,9,0,8.008745640915079,26.132,0.0154057358694589
19,6.506849315068493,7.36135382491898,9,0.22189324609714686,8.008745640915079,26.132,0.0398550927751316
2,8.561643835616438,7.96333412142713,9,0.3903153153153153,8.008745640915079,26.132,0.00795669227333798
2420,8.219178082191782,3.8450549902309903,9,0.2241799645390071,8.008745640915079,26.132,0.0138746923742448
25,0.3424657534246575,0.319102167180826,9,0,8.008745640915079,26.132,0.00309541116739886
3,3.767123287671233,4.48608589799235,9,0.20917417711598746,8.008745640915079,26.132,0.0352457673623634
4,4.4520547945205475,2.6159376344232097,9,0.5680607769423559,8.008745640915079,26.132,0.0126388948581729
5,5.136986301369863,6.01830248728671,9,0.22980288129744653,8.008745640915079,26.132,0.0152587357617004
6,1.0273972602739727,9.88973188774131,9,0.06875,8.008745640915079,26.132,0.0106441158535256
721,4.794520547945205,3.85736160235971,9,0.29927248677248675,8.008745640915079,26.132,0.015458057941712
8,3.767123287671233,4.34349447107857,9,0.45552884615384615,8.008745640915079,26.132,0.0105699929178338
1,8.41683366733467,6.2514286383633095,3,0.15982280487543646,-1.2808514336573216,11.76,0.00892440892440892
10,10.220440881763528,3.88619755453926,3,0.16915519931905235,-1.2808514336573216,11.76,0.00386280386280386
12,8.216432865731463,3.95564653102341,3,0.15381368957839547,-1.2808514336573216,11.76,0.0313519813519814
13,3.406813627254509,5.574772798390891,3,0,-1.2808514336573216,11.76,0.031018981018981
14,2.80561122244489,6.16465193098359,3,0.02130204738900391,-1.2808514336573216,11.76,0.0252913752913753
15,8.41683366733467,2.27278584062504,3,0.567283950617284,-1.2808514336573216,11.76,0.0305361305361305
16,4.809619238476954,4.28528757674486,3,0.06514080901177675,-1.2808514336573216,11.76,0.035964035964036
17,1.2024048096192386,1.81014546592436,3,0.2677777777777778,-1.2808514336573216,11.76,0.0312187812187812
18,3.6072144288577155,0.699744141955197,3,0.013968253968253968,-1.2808514336573216,11.76,7.32600732600733e-4
19,7.014028056112225,12.3756185188346,3,0.3868187368187368,-1.2808514336573216,11.76,0.0242590742590742
2,4.008016032064128,7.78396226888689,3,0.22717834472220436,-1.2808514336573216,11.76,0.0083083583083583
2420,10.220440881763528,0.983162566077139,3,0.12791233452445305,-1.2808514336573216,11.76,0.0255411255411255
25,6.012024048096192,6.82384198715857,3,0.023060231949120838,-1.2808514336573216,11.76,0.0640526140526141
3,3.406813627254509,6.257281244718429,3,0.38288716961485836,-1.2808514336573216,11.76,0.0273559773559774
4,5.410821643286573,3.20378114347964,3,0.5460444647944648,-1.2808514336573216,11.76,0.00652680652680653
5,4.008016032064128,5.44186550467958,3,0.24750598328453202,-1.2808514336573216,11.76,0.0222610722610723
6,2.004008016032064,5.36670197474218,3,0.2666074666074666,-1.2808514336573216,11.76,0.0304695304695305
721,6.212424849699399,6.887576410189481,3,0.42162682162682164,-1.2808514336573216,11.76,8.65800865800875e-4
8,0.6012024048096193,2.72381303788339,3,0.03785103785103785,-1.2808514336573216,11.76,0.00527805527805528
1,10.30640668523677,8.49327331689113,2,0.06575932145087592,3.3996270835210254,1.33,0.00101547388781431
10,3.6211699164345403,0.40086860857247597,2,0.1594002447980416,3.3996270835210254,1.33,0.00483558994197292
12,9.749303621169917,3.5882594033349404,2,0.1635050995516112,3.3996270835210254,1.33,5.80270793036748e-4
13,7.242339832869081,13.9426416342496,2,0,3.3996270835210254,1.33,0.0612669245647969
14,2.785515320334262,1.80268635896256,2,0.06468612723147904,3.3996270835210254,1.33,0.0190038684719536
15,7.520891364902507,4.0328820116054205,2,0.5488104168899368,3.3996270835210254,1.33,0.0130077369439072
16,5.013927576601671,6.2388817383676205,2,0.07269102990033223,3.3996270835210254,1.33,0.0423597678916828
17,1.392757660167131,3.52030947775629,2,0.0377906976744186,3.3996270835210254,1.33,0.0260154738878143
18,4.178272980501393,0.877021420405111,2,0.03294573643410852,3.3996270835210254,1.33,3.86847195357833e-4
19,5.2924791086350975,7.58227693369669,2,0.25554445554445554,3.3996270835210254,1.33,0.0147001934235977
2,2.2284122562674096,7.749706988416161,2,0.014405423218152717,3.3996270835210254,1.33,0.0573017408123791
2420,9.470752089136491,2.8618063894501398,2,0.08122073210801839,3.3996270835210254,1.33,0.0203094777562863
25,4.178272980501393,3.2020593501254697,2,0,3.3996270835210254,1.33,0.0276595744680851
3,3.6211699164345403,3.99157277113458,2,0.27213164112868915,3.3996270835210254,1.33,0.0097678916827853
4,8.07799442896936,4.94632315402702,2,0.4285962500477336,3.3996270835210254,1.33,0.00483558994197292
5,5.571030640668524,8.937895925161609,2,0.10320317753663504,3.3996270835210254,1.33,0.0146034816247582
6,1.6713091922005572,6.1921796466603904,2,0.07185450208706022,3.3996270835210254,1.33,0.152852998065764
721,5.2924791086350975,7.4656834899657,2,0.30677017080357044,3.3996270835210254,1.33,0.0215183752417795
8,2.785515320334262,4.17367138121706,2,0.07220686290453733,3.3996270835210254,1.33,0.0291586073500967
1,8.4375,17.6766180066389,1,0.1050944775944776,2.3868675844210814,25.927,0.124153854226793
10,6.875,0.46064843040821596,1,0.10187077138547726,2.3868675844210814,25.927,0.0376647834274953
12,11.25,3.1779792097475896,1,0.1116737729834425,2.3868675844210814,25.927,0.00670503110551387
13,6.25,8.29949882776258,1,0,2.3868675844210814,25.927,0.0301901313603051
14,3.125,1.24815926237863,1,0.003125,2.3868675844210814,25.927,7.98773270830782e-4
15,6.875,3.74913376744687,1,0.4481867057673509,2.3868675844210814,25.927,0.0280911651011877
16,3.125,9.88383245232538,1,0.024094427244582044,2.3868675844210814,25.927,0.0525324610962434
17,1.25,0.11516210760205399,1,0.10645465645465645,2.3868675844210814,25.927,0.00941619585687382
18,4.375,0.907328919883456,1,0.15054347826086956,2.3868675844210814,25.927,0.00175496901109537
19,4.6875,12.8177669859704,1,0.2683384597858282,2.3868675844210814,25.927,0.0151533702984613
2,3.4375,8.88927730670582,1,0.08165792540792541,2.3868675844210814,25.927,0.09397538379015
2420,12.1875,4.10834055115146,1,0.03658864795918367,2.3868675844210814,25.927,0.00683330126579326
25,0,7.20325455540484,1,0,2.3868675844210814,25.927,0.0691959210089031
3,4.6875,0.29476549945434805,1,0.3070745044429255,2.3868675844210814,25.927,0.00121273606082338
4,5.3125,1.70415171247585,1,0.58651597646153,2.3868675844210814,25.927,0.0127687114096308
5,7.1875,14.033581866206701,1,0.07399769585253456,2.3868675844210814,25.927,0.067627526776396
6,2.1875,1.4370746148529001,1,0,2.3868675844210814,25.927,0.0415595319305242
721,7.1875,3.78613412990026,1,0.21952294685990337,2.3868675844210814,25.927,0.107058940138648
8,1.5625,0.20729179368369702,1,0.19807900432900433,2.3868675844210814,25.927,0.0169491525423729
