topic,law_prop,salience_seat,time,europe,account_balance_perc,rile_diff,salience_diff
1,11.839708561020036,10.1658545806666,8,0.32476940389914255,6.389846057867095,4.452,0.0321443056889743
10,7.285974499089253,3.3332857526809097,8,0.5689023925904254,6.389846057867095,4.452,0.0126900772049667
12,15.300546448087431,9.017837600803471,8,0.3392430107833439,6.389846057867095,4.452,0.038148503931405
13,4.007285974499089,6.417830142214711,8,0.2530784818018861,6.389846057867095,4.452,0.0336400185007294
14,0.9107468123861566,3.43004808217822,8,0.278419452887538,6.389846057867095,4.452,0.0277539402995695
15,11.11111111111111,6.805072354740769,8,0.6771648441398672,6.389846057867095,4.452,0.0248308250613726
16,2.914389799635701,2.82163813756467,8,0.23479005507456402,6.389846057867095,4.452,0.0163688760806916
17,1.639344262295082,3.36101369937001,8,0.2524770546516479,6.389846057867095,4.452,0.00476037997651831
18,1.639344262295082,1.1341684380815,8,0.2183342972816657,6.389846057867095,4.452,0.00139467036681254
19,6.557377049180328,7.41369834123558,8,0.33803736030671344,6.389846057867095,4.452,0.0383278186928523
2,4.553734061930784,9.68183460708026,8,0.33826031852429733,6.389846057867095,4.452,0.0123869498701391
2420,10.564663023679417,2.5034920340986098,8,0.2790523379273015,6.389846057867095,4.452,0.00912655210445797
25,0,0.414916148744835,8,0,6.389846057867095,4.452,0.00576368876080692
3,4.553734061930784,6.29321641352474,8,0.36639136180166665,6.389846057867095,4.452,0.00167218130714769
4,3.4608378870673953,3.7620350116443997,8,0.6260718371082132,6.389846057867095,4.452,0.0179599388052798
5,3.096539162112933,4.41211403410633,8,0.40059036867547504,6.389846057867095,4.452,0.0153285658376917
6,2.0036429872495445,7.8424784633249605,8,0.30809562777647886,6.389846057867095,4.452,0.0412893585227879
721,4.007285974499089,6.5698091758645205,8,0.72232042189489,6.389846057867095,4.452,0.0103162913153307
8,4.553734061930784,4.61965698207495,8,0.4047014929718525,6.389846057867095,4.452,0.00442594371508877
1,8.8379705400982,21.0077737105473,7,0.26486376497537206,6.039795359024832,27.765,0.0743010313025305
10,6.710310965630114,2.81937440370724,7,0.5795281579139309,6.039795359024832,27.765,0.00679296715278724
12,14.402618657937808,3.46796082478241,7,0.4262608131817779,6.039795359024832,27.765,0.0226650311208032
13,4.582651391162029,8.87131758795927,7,0.09523479910576685,6.039795359024832,27.765,0.0147998727908773
14,1.309328968903437,0.596178371853035,7,0.21134199134199133,6.039795359024832,27.765,0.00646404070691927
15,11.292962356792144,5.42393494811036,7,0.6209103960991591,6.039795359024832,27.765,0.063119349416201
16,1.800327332242226,1.42256712552814,7,0.15632011466794074,6.039795359024832,27.765,0.00469401662804961
17,2.2913256955810146,2.96712358106661,7,0.3800848117024588,6.039795359024832,27.765,0.00135932033983008
18,2.618657937806874,2.4448197978932598,7,0.14352170367822242,6.039795359024832,27.765,0.011899504793058
19,5.5646481178396074,8.87561089585078,7,0.4664900857153368,6.039795359024832,27.765,0.0121030393893962
2,4.091653027823241,5.65681039350455,7,0.30508939014202174,6.039795359024832,27.765,0.0445686247785198
2420,11.947626841243862,3.9541414357756195,7,0.21237193896055925,6.039795359024832,27.765,0.0287601653718595
25,0,0.204450534473023,7,0,6.039795359024832,27.765,0.00144109763300168
3,3.2733224222585924,4.51168003660507,7,0.3732875015483711,6.039795359024832,27.765,0.00197537594838944
4,4.582651391162029,1.97492406394205,7,0.5093364197530864,6.039795359024832,27.765,0.0130316659851892
5,6.873977086743044,12.5694887945638,7,0.2673678329492283,6.039795359024832,27.765,0.0198428058697924
6,1.309328968903437,6.579428629840919,7,0.09752340252340252,6.039795359024832,27.765,0.0576202807687066
721,6.219312602291326,2.55822251212056,7,0.629859120887753,6.039795359024832,27.765,0.00152287492617328
8,2.2913256955810146,4.094192351876011,7,0.47575078516254987,6.039795359024832,27.765,0.010251238017355
1,8.010335917312661,9.18455203084155,6,0.282302591891633,3.4177223431914974,17.533,0.0611389198992379
10,8.527131782945736,2.74563379840339,6,0.41236691236691236,3.4177223431914974,17.533,0.00127899556703435
12,14.728682170542635,7.2215488105887005,6,0.3927468216666823,3.4177223431914974,17.533,0.0236522561307727
